Kota/Kabupaten,Latitude,Longitude
Kota Jakarta Barat,-6.168329,106.758026
Kota Jakarta Pusat,-6.186486,106.834091
Kota Jakarta Selatan,-6.261493,106.810075
Kota Jakarta Timur,-6.225014,106.900447
Kota Jakarta Utara,-6.141850,106.882290
Kabupaten Kepulauan Seribu,-5.730157,106.575710
