WKT,name,description
"LINESTRING (110.0274063 -7.8988398, 110.0370194 -7.8811561, 110.0480057 -7.8648319, 110.0411393 -7.8471467, 110.0548722 -7.838984, 110.058992 -7.8172161, 110.0727249 -7.8063317, 110.0905777 -7.7913653, 110.1015641 -7.7736769, 110.1194168 -7.7641521, 110.1304032 -7.738298, 110.1304032 -7.7069988, 110.1331498 -7.686585, 110.1276566 -7.6729753, 110.1221634 -7.6620872, 110.1413895 -7.6511988, 110.1416036 -7.6429481, 110.1484701 -7.6463508, 110.162203 -7.6456703, 110.171816 -7.6497535, 110.1876089 -7.6483925, 110.1958486 -7.6477119, 110.2075216 -7.6511146, 110.2116415 -7.6449898, 110.2274343 -7.6470314, 110.2356741 -7.6524757, 110.2432272 -7.6524757, 110.2487203 -7.6463508, 110.2569601 -7.6422676, 110.2651998 -7.6470314, 110.2665731 -7.6558783, 110.2624532 -7.6640445, 110.2672598 -7.6661281, 110.2658865 -7.6729331, 110.2597067 -7.68246, 110.2665731 -7.6933476, 110.2720663 -7.702874, 110.2796194 -7.6947085, 110.2974722 -7.6661281, 110.3057119 -7.6559204, 110.3194448 -7.6497956, 110.3269979 -7.6429902, 110.3352377 -7.6280179, 110.346224 -7.6252957, 110.3585836 -7.6225734, 110.3681967 -7.6130452, 110.3736898 -7.608281, 110.3819296 -7.6007943, 110.390856 -7.5980719, 110.3901693 -7.5919463, 110.3977224 -7.5871818, 110.4025289 -7.5776529, 110.410082 -7.5688043, 110.4183218 -7.5592749, 110.4272482 -7.5538295, 110.4382345 -7.5463419, 110.4478475 -7.5408962, 110.4519674 -7.5456612, 110.454714 -7.5538295, 110.4588339 -7.5640397, 110.4602072 -7.5722076, 110.4581472 -7.5858206, 110.4602072 -7.5926269, 110.4622671 -7.5994331, 110.466387 -7.6076004, 110.4684469 -7.6150869, 110.4691335 -7.6266568, 110.4691335 -7.6361847, 110.4705068 -7.6463929, 110.4753134 -7.6613645, 110.4794332 -7.6736136, 110.4821798 -7.6865429, 110.4821798 -7.6974304, 110.4862997 -7.7096784, 110.4883596 -7.723287, 110.4904196 -7.7375755, 110.4917928 -7.7457401, 110.4924795 -7.7566261, 110.4931661 -7.7681921, 110.5027792 -7.7681921, 110.5110189 -7.7709135, 110.5151388 -7.7831594, 110.5233785 -7.78452, 110.530245 -7.7933641, 110.5364248 -7.7940444, 110.539858 -7.800167, 110.5432913 -7.7933641, 110.5494711 -7.7926838, 110.5563375 -7.7967656, 110.5549642 -7.7906428, 110.5563375 -7.78452, 110.5618307 -7.7804381, 110.5721304 -7.7872413, 110.5838033 -7.7906428, 110.5783102 -7.7988065, 110.5762502 -7.8062896, 110.5858633 -7.8035685, 110.5859286 -7.8080111, 110.603979 -7.8101226, 110.6094721 -7.799238, 110.6286982 -7.8019592, 110.6506709 -7.8019592, 110.6657771 -7.799238, 110.6726435 -7.7829107, 110.6767634 -7.7978774, 110.6863764 -7.808762, 110.7083491 -7.8033198, 110.7165888 -7.7937956, 110.7358149 -7.7965168, 110.7481745 -7.8046803, 110.7468012 -7.8182858, 110.7591609 -7.8264489, 110.7605342 -7.8155648, 110.7742671 -7.8060409, 110.7852534 -7.8155648, 110.7852534 -7.8318909, 110.7783869 -7.853658, 110.7825068 -7.875424, 110.7770137 -7.8971888, 110.7660273 -7.9162321, 110.7701472 -7.9298339, 110.764654 -7.9543161, 110.7674006 -7.9801567, 110.755041 -8.0087156, 110.7509211 -8.0263939, 110.7660273 -8.0413518, 110.7770137 -8.0685466, 110.7852534 -8.0930204, 110.788 -8.110695, 110.788 -8.1324473, 110.7893733 -8.152839, 110.8058528 -8.1555578, 110.8154658 -8.1419636, 110.8264521 -8.1637142, 110.8333186 -8.1800263, 110.8264521 -8.1963378, 110.8044795 -8.1936193, 110.7852534 -8.1909007, 110.7632807 -8.1976971, 110.7440547 -8.1976971, 110.722082 -8.1990563, 110.7056025 -8.2017748, 110.7056025 -8.1854636, 110.6904963 -8.1854636, 110.6726435 -8.1800263, 110.646551 -8.1691516, 110.6328181 -8.1637142, 110.6094721 -8.1555578, 110.5916194 -8.1460419, 110.5820063 -8.143323, 110.5545405 -8.1392447, 110.5339411 -8.1338068, 110.5119685 -8.1256499, 110.4899958 -8.1188523, 110.4735163 -8.1134141, 110.4542903 -8.1066164, 110.4405574 -8.101178, 110.4336183 -8.0955428, 110.422875 -8.0900692, 110.3981558 -8.0778324, 110.3789297 -8.0737534, 110.3651968 -8.0574369, 110.3500906 -8.0411198, 110.3418509 -8.0275217, 110.314385 -8.0207225, 110.2979055 -8.0193626, 110.271813 -8.0125632, 110.238854 -8.0003241, 110.2168814 -7.9894445, 110.1949087 -7.9812847, 110.1674429 -7.9704046, 110.1427237 -7.9500038, 110.1125113 -7.9296019, 110.0699392 -7.9146398, 110.0493399 -7.9064785, 110.0274063 -7.8988398)",DI Yogyakarta,
