WKT,Kota/Kabupaten,Latitude,Longitude
"POINT (110.335 -7.928611)",Kabupaten Bantul,-7.928611,110.335000
"POINT (110.6165 -7.93067)",Kabupaten Gunung Kidul,-7.930670,110.616500
"POINT (110.16411 -7.83118)",Kabupaten Kulon Progo,-7.831180,110.164110
"POINT (110.3554 -7.71527)",Kabupaten Sleman,-7.715270,110.355400
"POINT (110.370529 -7.797068)",Kota Yogyakarta,-7.797068,110.370529
